,,,,,归属母公司股东的净利润同比增长率(%),,,,,,,归属母公司股东的净利润-扣除非经常损益同比增长率(%),,,,,,,营业总收入同比增长率(%),,,,,,,销售毛利率,,,,,,,销售净利率,,,,,,,加权平均净资产收益率,,,,,,
603658.SH,安图生物,河南,医疗保健,20160901,-23.084,26.1032,37.6118,25.9776,27.678,25.8001,33.5248,-29.36,30.14,38.29,29.17,23.59,25.89,33.6169,0.4401,31.8502,38.8542,37.82,42.8391,36.8093,27.1958,57.9064,65.0615,66.5697,66.377,67.4863,71.9843,72.7674,16.6331,22.3432,29.3681,29.7982,32.1172,35.6815,38.8041,3.29,6.09,34.81,32.2,27.68,32.22,46.36
603669.SH,灵康药业,西藏,化学制药,20150528,82.6475,10.7029,10.3385,13.4767,4.5998,2.8264,-0.1094,10.03,5.76,27.08,-3.7,20.35,-28.01,-0.98,-28.8889,12.1867,-2.0624,66.0994,110.0092,-13.0858,-4.4686,84.5721,85.5276,86.3514,87.9004,80.0225,57.6636,60.0197,25.4207,9.8972,12.3298,10.9441,16.0192,32.1623,27.1853,4.9,2.59,14.85,13.83,13.07,13.55,19.45
603676.SH,卫信康,西藏,化学制药,20170721,-46.2744,-39.3535,-24.1818,-27.7115,-11.5985,1.7542,5.8076,-31.79,-33.4,-26.17,-32.28,-28.86,-8.4083,13.8551,-15.8931,0.1708,-0.7184,77.5351,-1.4024,-3.1512,12.6509,47.2894,49.1459,46.8771,46.3848,57.7206,62.2417,63.3803,8.4168,13.1764,7.5142,9.8397,24.1655,26.9526,25.6742,1.17,2.24,6.11,8.39,16.02,25.01,32.93
603707.SH,健友股份,江苏,化学制药,20170719,37.296,22.3837,42.4951,35.111,22.1516,193.8086,73.4075,40.81,25.28,42.85,34.54,130.07,109.9829,82.1431,20.354,40.0222,45.2464,52.8077,91.2186,24.1473,12.6422,55.7152,47.5016,51.2352,49.4663,46.3763,42.0863,27.4445,27.7898,24.4065,24.5475,24.9686,28.239,44.2058,18.6789,6.65,5.96,22.52,19.12,19.07,21.37,8.24
603716.SH,塞力斯,湖北,医药商业,20161031,-216.1954,15.536,17.27,0.3321,36.1728,12.1357,8.7427,-203.4482,16.93,14.35,9.77,28.17,12.9,6.5606,-21.7991,38.4098,38.9637,43.1203,46.7361,18.4398,19.0126,20.6602,28.8388,28.4694,31.7276,33.6849,34.8272,35.352,-9.6432,6.9371,7.7804,8.8374,11.5784,11.724,12.141,-1.7,1.41,7.31,9.3,10.57,12.59,14.29
603718.SH,海利生物,上海,生物制药,20150515,-6.4737,-68.5189,-42.9472,-81.2746,32.9722,-10.3417,-5.7486,-16.65,-67.87,-358.98,-89.37,-3.59,-14.43,8.09,-29.9888,31.0393,9.2031,-16.165,-11.5596,8.4533,10.9739,44.4768,38.9922,46.5066,55.8395,77.203,75.5264,76.7732,2.4547,2.6417,-9.5001,-5.3848,31.383,20.4013,28.8503,0.57,0.6,1.15,2.0,10.96,9.0,12.8
603811.SH,诚意药业,浙江,化学制药,20170315,1.5392,35.3117,35.5791,39.9679,1.5685,18.1339,7.1514,8.28,36.27,26.39,46.58,0.22,19.66,4.2653,3.8546,18.8228,24.8205,60.0993,6.1232,1.3469,-1.0237,66.7458,68.4875,73.1195,64.3032,52.1122,51.1068,53.117,16.1644,16.5737,19.2243,17.8456,20.311,21.2218,18.2061,3.19,3.58,18.62,15.53,13.62,26.42,23.82
603858.SH,步长制药,山东,中成药,20161118,7.0743,37.7885,3.0498,15.2906,-7.4271,-49.9722,167.2024,6.04,68.3,16.58,5.23,-5.55,-7.16,43.1018,-8.4632,18.6083,4.3228,-1.4366,12.5237,5.7076,12.7933,77.0247,82.2762,83.2405,82.7895,82.3452,83.1728,82.7929,11.484,9.8924,13.7718,13.9592,11.8216,14.3651,30.3176,2.21,2.04,14.3,13.95,12.81,21.21,63.78
603880.SH,南卫股份,江苏,医疗保健,20170807,1.4089,-23.7828,-28.5312,-17.5441,-8.4244,1.4396,-4.0043,1.26,-23.06,7.45,-52.66,-11.0,1.2979,-2.5069,-0.0754,-15.6224,2.4726,-1.818,10.0112,2.5895,-7.829,25.0714,22.3882,21.5554,23.4572,26.4263,29.5967,31.1678,9.2493,9.3671,5.1152,7.6707,9.4995,11.7137,11.8865,1.6582,1.66,5.02,7.21,13.14,21.06,21.8
603882.SH,金域医学,广东,医疗保健,20170908,13.1354,349.2211,72.4364,23.7744,10.8626,29.3724,320.4986,11.96,3537.04,67.29,34.6,2.46,9.1972,-1.2364,0.5734,26.7395,16.4414,19.3457,17.6975,34.8284,30.0096,37.2422,37.8159,39.4765,38.8326,40.9559,42.348,45.9248,4.7155,3.7433,7.8809,5.6437,5.4883,5.7836,6.0138,2.08,2.2,19.23,12.95,14.52,16.75,23.28
603883.SH,老百姓,湖南,医药商业,20150423,23.0081,22.13,16.9354,17.3238,24.8925,23.4483,18.8355,16.19,16.01,14.86,20.22,21.29,22.35,19.89,20.3382,23.3709,23.145,26.2571,23.0867,33.4016,15.8667,33.0774,34.2011,33.5901,35.2073,35.3074,36.0641,37.2242,7.0029,6.6699,5.2729,5.3215,5.2904,5.6124,6.0793,5.47,5.06,15.58,14.87,18.1,14.06,13.65
603896.SH,寿仙谷,浙江,中成药,20170510,-24.2381,19.7225,15.0878,21.1218,9.7583,29.267,-9.5411,-16.59,17.54,15.81,15.59,11.34,26.3863,-15.1859,-19.7415,30.7874,6.9032,38.244,17.4934,4.2951,0.1064,81.8921,85.3182,84.3794,85.9101,86.2342,84.8907,80.9657,24.7069,26.1733,22.66,21.0485,24.024,25.717,20.749,2.76,4.27,11.41,11.61,13.09,20.27,18.38
603939.SH,益丰药房,湖南,医药商业,20150217,29.6812,45.7722,30.5792,32.826,40.025,27.2571,25.1668,28.94,47.98,40.87,23.53,42.14,27.04,25.93,23.4276,66.6696,48.6591,43.7949,28.7557,31.2106,27.5887,38.1843,39.4655,39.0085,39.7319,40.0367,39.6172,39.2321,7.0688,6.7212,5.9252,6.3879,6.604,6.1045,6.2638,4.12,3.56,12.72,12.42,10.23,10.78,13.93
603963.SH,大理药业,云南,化学制药,20170922,-115.2594,-14.6017,26.2141,-75.9283,-28.4935,-0.2039,-37.7509,-144.96,-40.73,88.3,-93.73,-39.11,2.5455,-39.5203,-46.0534,-24.985,-26.6906,47.2041,-1.0972,3.2961,-21.1763,71.066,78.0501,75.124,80.2154,67.8256,46.7131,46.3702,-2.5356,8.964,4.5886,2.6652,16.2985,22.543,23.3336,-0.24,1.58,2.9,2.31,16.34,28.38,18.72
603976.SH,正川股份,重庆,医疗保健,20170822,-18.6715,12.0218,-26.2303,0.7158,16.5464,16.1656,-11.9196,-22.13,12.25,-28.9,8.05,12.66,13.0235,-9.9934,-13.322,6.8133,-12.5382,17.1226,8.2314,-2.0199,10.0105,26.1405,28.1599,27.1381,28.6681,31.652,31.9467,27.2175,13.1269,13.9904,11.7173,13.8921,16.1552,15.0026,12.654,1.82,2.34,6.04,8.56,12.17,14.57,13.48
603987.SH,康德莱,上海,医疗保健,20161121,0.7351,28.0188,15.6429,23.653,18.1211,6.5138,46.6403,0.89,24.98,16.54,24.5,12.61,9.75,67.5937,36.8595,10.5596,25.299,15.4134,10.9817,6.6581,7.9997,35.3831,35.0457,37.8827,34.8576,33.4432,33.0692,30.8383,11.7034,13.225,13.6803,12.4447,11.3835,10.7202,10.4961,1.94,2.25,12.19,11.49,10.05,14.2,14.09
603998.SH,方盛制药,湖南,中成药,20141205,-17.6483,2.3776,8.1058,22.308,-14.4435,-23.0719,11.9563,-16.54,-2.72,-18.41,23.53,-20.48,-21.5,4.42,10.7656,-4.0656,4.0603,45.8272,34.9106,14.0214,12.7391,60.4578,71.8685,72.6113,74.0343,59.9734,49.2591,56.0188,5.8215,10.6688,7.2205,7.5929,8.9659,13.7452,20.6828,1.73,2.24,7.25,7.17,6.24,7.73,10.75
605199.SH,葫芦娃,海南,中成药,20200710,0.6659,,19.6844,354.3531,-34.4609,,,11.1,,4.3614,10.774,170.1488,,,-6.189,,32.7459,50.193,34.4005,,,63.874,61.463,61.9589,61.3779,48.5537,40.2471,,6.5687,6.1214,9.2142,10.2197,3.3783,6.9278,,2.6,,18.29,21.71,13.03,30.2,
688016.SH,心脉医疗,上海,医疗保健,20190722,32.424,,56.3807,43.009,54.1725,,,13.27,,44.92,34.5545,61.2148,,,7.6833,,44.3933,39.9629,31.7635,,,79.1997,79.0827,79.3452,78.8145,77.7267,76.3496,,59.9631,48.7602,42.4759,39.2199,38.3845,32.8053,,5.43,,24.67,50.15,40.71,48.91,
688029.SH,南微医学,江苏,医疗保健,20190722,-25.9029,,57.5494,90.4479,377.5599,-216.4239,6.933,-34.41,,58.02,73.1815,80.595,93.691,15.9064,-14.0161,,41.7917,43.9282,54.6362,58.9288,28.634,66.1792,64.5941,65.7917,63.7746,60.5653,57.2046,48.607,18.1105,23.5023,24.1039,22.0574,17.5048,-6.2836,13.5656,1.9,,21.77,36.17,26.27,-12.41,11.62
688068.SH,热景生物,北京,医疗保健,20190930,127.7806,,-29.6278,60.0837,4.4197,,,122.03,,-28.23,33.6743,3.4022,,,3.6382,,12.446,31.6943,16.2798,,,75.6295,71.4485,73.1244,73.7442,74.0766,76.0353,,-0.1522,-5.3521,16.039,25.7519,21.1644,23.5683,,0.08,,10.38,25.92,20.6,39.07,
688085.SH,三友医疗,上海,医疗保健,20200409,-39.1797,,57.4226,1094.4754,66.2199,,,-39.47,,65.5031,94.1832,123299.5495,,,-30.5894,,59.3787,58.8299,85.9163,,,88.9491,90.5617,91.2631,88.5463,78.2299,75.2887,,23.9828,27.6716,27.6756,27.875,3.3501,4.157,,2.54,,25.12,19.63,2.62,2.0,
688098.SH,申联生物,上海,生物制药,20191028,34.3042,,-10.9878,-11.2463,34.3072,-3.1275,24.0486,20.97,-16.64,-17.36,-8.7637,27.4795,-4.3911,42.0152,3.8134,,-7.7518,-8.9178,12.8389,11.1167,18.3006,85.5555,81.7111,82.2885,80.1671,79.9698,78.1915,78.7131,47.8719,37.0037,30.7149,31.8315,32.6666,27.445,31.4806,3.61,,8.51,14.04,19.59,17.81,27.14
688108.SH,赛诺医疗,天津,医疗保健,20191030,-66.2078,,0.9502,34.839,130.8717,,,-71.14,,-0.07,22.5207,158.113,,,-28.8417,,14.5868,18.1418,21.2302,,,79.9964,83.2692,82.9276,82.3064,83.8369,85.5709,,10.9192,22.9933,20.655,23.4451,20.5419,10.7865,,0.71,,11.29,13.64,17.27,13.45,
688139.SH,海尔生物,山东,医疗保健,20191025,141.4244,,59.7624,88.6982,-50.9848,53.9267,,105.93,,202.54,77.2645,-72.2711,,,32.7377,,20.2992,35.4455,28.9276,2.8968,,50.1666,51.9489,53.6293,50.7486,52.8723,52.8995,,25.9119,14.2592,18.1089,13.628,9.7185,25.5631,,2.78,2.55,13.06,11.89,9.97,18.63,
688166.SH,博瑞医药,江苏,化学制药,20191108,111.0707,,51.7489,59.5635,168.8969,,,119.71,,42.05,65.2549,208.2269,,,45.1581,,23.473,28.6431,57.6562,,,62.4216,62.9687,64.0448,58.4539,58.9281,57.6745,,26.2026,18.0202,22.0773,17.9635,14.4825,8.4912,,2.56,2.07,12.96,15.16,11.45,8.06,
688177.SH,百奥泰-U,广东,生物制药,20200221,80.2575,,-84.8854,-134.8573,-72.4283,,,39.3285,,-22.1692,-140.7642,-93.7123,,,,,,,-27.3102,,,87.1137,,81.75,,64.0267,30.4666,,-532.0909,,-146088.8324,,-11723.3081,-4942.144,,-8.69,-99.28,-110.08,-774.82,-54.69,,
688180.SH,君实生物-U,上海,生物制药,20200715,,-266.3148,-3.3894,-127.8022,-134.5101,-133.4331,-129.5495,,-191.2219,-9.9006,-134.9791,-87.9777,-189.2591,-111.94,,5299.2686,26375.4773,-94.6283,817.65,105.7324,-50.2439,,83.8999,88.3001,33.2896,90.5349,51.5779,95.4034,,-468.7508,-96.47,-24691.2364,-582.7003,-2294.4506,-2008.1221,,-10.92,-22.58,-72.97,-25.8,-15.61,-20.23
688189.SH,南新制药,湖南,化学制药,20200326,28.2178,,70.8984,97.1524,85.8682,,,30.99,,83.81,119.54,230.48,,,39.8894,,44.7813,101.5785,24.9184,,,88.9879,86.8532,88.6128,85.5802,71.1307,60.3216,,8.7564,8.8386,9.6116,8.9129,10.698,7.6345,,7.63,,32.66,25.79,16.24,180.51,
688198.SH,佰仁医疗,北京,医疗保健,20191209,-31.1283,,88.8788,-20.8566,35.381,,,-42.25,,22.59,13.22,35.8,,,-24.6825,,31.98,19.8175,17.6997,,,89.4543,90.0664,91.0419,91.0471,89.1224,88.0862,,37.6462,41.2609,43.0636,29.9506,45.0466,39.5259,,1.16,,27.65,22.17,36.68,33.59,
688202.SH,美迪西,上海,医疗保健,20191105,30.1726,,9.5447,46.0153,-4.1208,66.048,962.3185,38.89,,10.34,59.1404,-11.524,94.8652,584.8932,20.3816,,38.3016,30.3529,7.2968,41.6681,50.0927,35.9386,36.5228,35.915,36.6813,34.3036,36.1987,36.1561,14.6071,13.3,15.2469,19.2127,17.1231,19.1236,16.0772,1.52,,13.94,19.15,15.64,33.12,71.22
688222.SH,成都先导,四川,化学制药,20200416,-80.3251,,167.4928,294.7965,-0.4639,,,-15.45,,134.6592,201.5451,-7.974,,,-13.0844,,74.738,184.1034,223.9301,,,80.8163,79.1485,81.5486,82.6617,66.6175,24.23,,19.8137,87.5285,45.5214,29.7366,-43.3696,-139.8386,,1.69,10.79,26.68,36.41,-21.69,-32.9,
688266.SH,泽璟制药-U,江苏,化学制药,20200123,63.4033,,-4.9509,-200.4668,-14.1895,,,-52.2967,,-80.281,9.7215,-150.2992,,,,,,,,,,,,,31.8234,,20.2329,,,,,-33701.313,,-64027.0092,,-4.98,-120.45,-402.11,,,,
688277.SH,天智航-U,北京,医疗保健,20200707,34.5203,,-3516.6619,-103.9502,184.229,-60.0024,11.2207,15.66,,13.7412,-143.7196,56.2635,-59.531,-3.67,83.6396,,81.1558,72.8937,186.5756,6.6771,-38.163,63.5051,83.602,84.9471,76.1219,67.2097,46.7161,46.3435,-64.6052,-182.0989,-14.8832,-2.8885,29.0365,-96.6521,-58.3688,-2.31,-3.71,-5.39,-0.26,14.77,-16.53,-8.02
688278.SH,特宝生物,福建,生物制药,20200117,4024.3742,,301.7634,209.6182,-82.3682,146.4177,-37.8226,212.71,,182.11,1336.5632,-109.2449,,,28.0235,,62.7693,38.7522,15.2337,29.894,11.851,87.7152,88.0271,89.0397,87.5217,87.0998,89.0347,,11.925,0.3702,8.8114,3.5698,1.5998,10.4555,,2.81,,12.1,3.26,1.08,8.4,
688298.SH,东方生物,浙江,医疗保健,20200205,262.5173,,25.6016,95.9717,-6.3726,,,302.49,,21.43,113.3809,-15.6829,,,39.2132,,28.5016,27.4956,23.0349,,,63.2417,45.1695,47.5052,48.6704,48.1218,48.0832,,41.3748,14.3467,21.0976,22.3706,14.5853,19.5479,,6.85,,37.13,39.18,28.73,45.76,
688310.SH,迈得医疗,浙江,医疗保健,20191203,56.3715,,-16.5292,0.3039,138.6657,-27.3114,31.3133,30.92,,-25.12,2.73,54.5356,5.1651,30.886,-31.1775,,-2.4878,23.9385,24.355,-3.6518,2.382,61.8374,46.7118,48.5321,48.6285,52.1382,51.1345,49.2954,23.0073,9.8429,22.0921,25.8975,32.2053,16.7803,22.2422,0.75,,16.61,24.02,27.82,14.36,23.88
688321.SH,微芯生物,深圳,化学制药,20190812,251.1411,-69.961,-37.6801,29.4548,359.047,-2.5219,,135.7168,-203.51,-23.06,100.6428,437.0279,,,28.8262,-17.7743,17.68,33.651,29.449,87.7792,,93.4603,95.5003,95.8058,96.2684,95.241,97.4609,,15.8631,5.8198,11.1748,21.1016,21.7856,6.1434,,0.36,0.31,2.41,6.7,9.23,3.46,
688358.SH,祥生医疗,江苏,医疗保健,20191203,210.9035,,10.5923,48.4368,110.2142,,,191.87,,6.87,46.7922,118.2196,,,31.4471,,13.087,20.3742,62.6976,,,62.2322,60.8947,60.915,61.145,59.4176,57.494,,25.9285,10.9623,28.4329,29.0743,23.5777,18.2482,,1.47,,35.47,44.87,54.01,19.83,
688363.SH,华熙生物,山东,生物制药,20191106,0.7722,,38.1608,90.697,-17.5038,,,-13.56,,35.16,88.3433,-3.6104,,,3.4954,,49.2758,54.4095,11.5842,,,77.095,77.5153,79.6577,79.9246,75.4792,77.3609,,29.3176,30.0893,31.0047,33.5559,27.1706,36.7509,,2.35,6.05,24.59,24.4,14.9,24.14,
688366.SH,昊海生科,上海,生物制药,20191030,-137.3252,,-10.5567,11.3117,22.0825,,,-152.72,14.75,-4.96,7.6297,18.9179,,,-50.8102,,2.944,15.0619,57.2722,,,75.7006,75.4042,77.3115,78.5437,78.6847,83.5637,,-18.4931,23.7159,23.46,29.2007,29.5332,36.0685,,-0.46,,9.26,12.17,12.2,10.96,
688389.SH,普门科技,深圳,医疗保健,20191105,37.4284,,23.9275,70.5228,381.669,,,43.45,,65.61,40.5158,158.2629,,,29.5099,,30.676,28.9437,43.7121,,,59.6936,59.3942,60.5064,59.5718,60.9795,60.3471,,30.8338,29.0572,23.793,25.0886,18.9712,5.6603,,3.53,,13.77,12.92,11.92,6.56,
688399.SH,硕世生物,江苏,医疗保健,20191205,670.9101,,31.2287,49.5826,410.337,,,698.55,,39.23,68.0712,52.552,,,276.2115,,25.1817,23.1806,45.0235,,,88.1122,80.1526,81.7571,81.6725,82.6731,81.6787,,51.6997,25.23,29.002,27.6656,22.7825,6.4741,,9.66,,20.08,21.84,16.12,5.23,
688488.SH,艾迪药业,江苏,生物制药,20200720,-51.1381,,290.4547,122.6867,-366.8181,,,-90.8327,,633.7684,91.0184,-281.8857,,,-44.4957,,24.6725,103.212,-47.152,,,42.5352,41.3727,42.8478,39.9413,30.0682,47.2295,,6.601,7.4983,9.747,3.1122,-27.8771,5.5215,,0.53,,6.24,1.66,-9.36,4.85,
688505.SH,复旦张江,上海,化学制药,20200619,-472.9975,,102.7643,48.9366,-45.7232,,,-1534.0704,,152.6419,70.7105,-55.8812,,,-58.4533,,38.7486,45.2905,-20.0942,,,86.7494,89.7626,92.8747,90.4571,90.4415,93.7037,,-52.9503,0.5021,21.4374,12.2551,11.7822,20.3458,,-1.98,0.52,24.16,11.83,8.54,17.3,
688520.SH,神州细胞-U,北京,生物制药,20200622,-39.2948,,-75.334,-220.8235,-1063.4704,,,-26.48,,-105.9464,-55.9337,-92.651,,,-90.4695,,-10.4341,-50.8459,-93.8928,,,81.9444,70.0414,28.996,81.5271,63.2895,77.2865,,-183604.0529,-12610.2543,-30251.1116,-15600.0952,-2434.1889,-14.218,,,,-434.0,,-156.0,-12.0,
688566.SH,吉贝尔,江苏,化学制药,20200518,-3.8345,,16.8748,24.6215,0.7594,,,-2.16,,19.72,22.5185,8.6508,,,-4.9505,,11.8686,7.2152,1.778,,,88.7046,87.9863,88.2237,86.7687,85.1428,84.5604,,21.6974,21.3412,20.789,19.9846,17.1581,17.5178,,5.27,7.17,27.72,20.02,19.6,24.18,
